DeliveryID;SubscriptionID;DeliveryType;DeliveryClass;DeliveryContext;StartDate;EndDate
448924;180969;MD;NOR;;08/09/2007;07/03/2008
448925;180970;MD;NOR;;08/03/2007;07/09/2007
448926;180971;MD;NOR;;08/09/2006;07/03/2007
449874;181675;MD;NOR;;01/08/2007;01/02/2008
449875;181676;MD;NOR;;01/02/2007;31/07/2007
449876;181677;MD;NOR;;01/08/2006;31/01/2007
450845;182399;MD;NOR;;01/07/2008;01/07/2009
450846;182400;MD;NOR;;02/07/2007;30/06/2008
450847;182401;MD;NOR;;01/07/2006;30/06/2007
451007;182526;MD;NOR;;24/11/2007;24/05/2008
451008;182527;MD;NOR;;24/05/2007;23/11/2007
451009;182528;MD;NOR;;24/11/2006;23/05/2007
451599;182988;MD;NOR;;19/10/2008;20/10/2009
451600;182989;MD;NOR;;19/10/2007;18/10/2008
451601;182990;MD;NOR;;19/09/2006;18/10/2007
451609;182999;MD;NOR;;30/09/2007;31/12/2007
451610;183000;MD;NOR;;02/07/2007;29/09/2007
451611;183001;MD;NOR;;02/04/2007;30/06/2007
451612;183002;MD;NOR;;02/01/2007;31/03/2007
451887;183212;MD;NOR;;26/07/2008;27/07/2009
451888;183213;MD;NOR;;26/07/2007;25/07/2008
451889;183214;MD;NOR;;26/07/2006;25/07/2007
453997;184790;MD;NOR;;22/12/2007;21/06/2008
453998;184791;MD;NOR;;22/06/2007;21/12/2007
453999;184792;MD;NOR;;21/04/2007;21/06/2007
454020;184813;MD;NOR;;01/08/2008;05/08/2009
454021;184814;MD;NOR;;01/08/2007;31/07/2008
454022;184815;MD;NOR;;30/06/2006;31/07/2007
454097;184882;MD;NOR;;01/03/2008;28/02/2009
454098;184883;MD;NOR;;01/03/2007;29/02/2008
454099;184884;MD;NOR;;01/03/2006;28/02/2007
454277;185044;MD;NOR;;22/12/2007;21/03/2008
454278;185045;MD;NOR;;22/09/2007;21/12/2007
454279;185046;MD;NOR;;22/06/2007;21/09/2007
454280;185047;MD;NOR;;22/03/2007;21/06/2007
454281;185048;MD;NOR;;22/12/2006;21/03/2007
455095;185641;MD;NOR;;17/04/2008;16/04/2009
455096;185642;MD;NOR;;17/04/2007;16/04/2008
455097;185643;MD;NOR;;18/04/2006;16/04/2007
455869;186173;MD;NOR;;03/07/2008;06/07/2009
455870;186174;MD;NOR;;03/07/2007;02/07/2008
455871;186175;MD;NOR;;01/06/2006;02/07/2007
456351;186514;MD;NOR;;17/11/2007;15/02/2008
456352;186515;MD;NOR;;17/08/2007;16/11/2007
456353;186516;MD;NOR;;18/05/2007;16/08/2007
456354;186517;MD;NOR;;17/02/2007;16/05/2007
456355;186518;MD;NOR;;17/11/2006;16/02/2007
456997;186984;MD;NOR;;03/01/2008;01/04/2008
456998;186985;MD;NOR;;30/09/2007;02/01/2008
456999;186986;MD;NOR;;02/07/2007;29/09/2007
457000;186987;MD;NOR;;02/04/2007;30/06/2007
457001;186988;MD;NOR;;02/01/2007;31/03/2007
458955;188484;MD;NOR;;14/05/2008;23/05/2008
458956;188485;MD;NOR;;11/04/2007;13/05/2008
458957;188486;MD;NOR;;10/10/2006;10/04/2007
459923;189268;MD;NOR;;01/01/2008;30/12/2008
459924;189269;MD;NOR;;02/01/2007;31/12/2007
460116;189421;MD;NOR;;23/08/2008;27/08/2009
460117;189422;MD;NOR;;23/08/2007;22/08/2008
460118;189423;MD;NOR;;23/08/2006;22/08/2007
460590;189781;MD;NOR;;16/12/2007;15/12/2008
460591;189782;MD;NOR;;16/12/2006;15/12/2007
460604;189795;MD;NOR;;19/01/2008;17/04/2008
460605;189796;MD;NOR;;19/10/2007;18/01/2008
460606;189797;MD;NOR;;19/07/2007;18/10/2007
460607;189798;MD;NOR;;19/04/2007;18/07/2007
460608;189799;MD;NOR;;19/01/2007;18/04/2007
460609;189800;MD;NOR;;19/10/2006;18/01/2007
460739;189896;MD;NOR;;31/08/2008;01/09/2009
460740;189897;MD;NOR;;01/09/2007;30/08/2008
460741;189898;MD;NOR;;01/09/2006;31/08/2007
460810;189951;MD;NOR;;01/01/2008;30/06/2008
460811;189952;MD;NOR;;02/07/2007;31/12/2007
460812;189953;MD;NOR;;02/01/2007;30/06/2007
460862;189982;MD;NOR;;10/08/2008;11/08/2009
460863;189983;MD;NOR;;10/08/2007;09/08/2008
460864;189984;MD;NOR;;10/08/2006;09/08/2007
461504;190489;MD;NOR;;12/07/2008;13/07/2009
461505;190490;MD;NOR;;12/07/2007;11/07/2008
461506;190491;MD;NOR;;12/07/2006;11/07/2007
462912;191583;MD;NOR;;26/10/2007;25/01/2008
462913;191584;MD;NOR;;26/07/2007;25/10/2007
462914;191585;MD;NOR;;26/04/2007;29/06/2007
462915;191585;MD;NOR;;08/07/2007;25/07/2007
462916;191585;DI;NOR;;30/06/2007;07/07/2007
462917;191586;MD;NOR;;26/01/2007;25/04/2007
462918;191587;MD;NOR;;26/10/2006;25/01/2007
463081;191738;MD;NOR;;14/12/2007;12/12/2008
463082;191739;MD;NOR;;14/12/2006;13/12/2007
465124;193313;MD;NOR;;01/01/2008;30/12/2008
465125;193314;MD;NOR;;02/01/2007;31/12/2007
465381;193504;DR;NOR;VAC;01/11/2007;05/11/2007
465382;193504;MD;NOR;;06/11/2007;29/10/2008
465383;193505;DR;NOR;VAC;29/10/2007;31/10/2007
465384;193505;MD;NOR;;31/01/2007;28/10/2007
465385;193505;MD;NOR;;02/11/2006;01/12/2006
465386;193505;DR;NOR;;02/12/2006;30/12/2006
465387;193505;MD;NOR;;31/12/2006;05/01/2007
465388;193505;DR;NOR;;06/01/2007;30/01/2007
465885;193861;MD;ABN;;11/01/2008;11/01/2008
465886;193861;MD;NOR;;27/12/2007;08/01/2008
465887;193861;DI;;NPA;09/01/2008;10/01/2008
465888;193861;MD;NOR;;12/01/2008;27/12/2008
465889;193862;MD;NOR;;26/12/2006;26/12/2007
466317;194219;MD;NOR;;04/12/2007;02/12/2008
466318;194220;MD;NOR;;04/12/2006;03/12/2007
466652;194499;MD;NOR;ACH;28/01/2009;10/02/2009
466653;194499;MD;NOR;ACH;03/02/2008;07/10/2008
466654;194499;MD;NOR;ACH;22/10/2008;14/01/2009
466655;194499;MD;NOR;ACH;05/01/2008;23/01/2008
466656;194499;DI;;OTH;24/01/2008;02/02/2008
466657;194499;DI;;VAC;15/01/2009;27/01/2009
466658;194499;DI;;VAC;08/10/2008;21/10/2008
466659;194500;MD;NOR;;13/12/2006;24/10/2007
466660;194500;MD;NOR;;16/11/2007;13/12/2007
466661;194500;MD;NOR;ACH;14/12/2007;04/01/2008
466662;194500;DI;;VAC;25/10/2007;15/11/2007
467272;194986;MD;NOR;;16/11/2007;16/05/2008
467273;194987;MD;NOR;;01/09/2007;15/11/2007
467274;194987;MD;NOR;;16/05/2007;24/08/2007
467275;194987;DI;NOR;;25/08/2007;31/08/2007
467276;194988;MD;NOR;;16/11/2006;15/05/2007
468192;195706;MD;NOR;;01/07/2008;01/07/2009
468193;195707;MD;NOR;;30/06/2007;30/06/2008
468194;195708;MD;NOR;;30/06/2006;29/06/2007
468380;195842;MD;NOR;;22/12/2007;21/03/2008
468381;195843;MD;NOR;;22/09/2007;21/12/2007
468382;195844;MD;NOR;;22/06/2007;21/09/2007
468383;195845;MD;NOR;;22/03/2007;21/06/2007
468384;195846;MD;NOR;;22/12/2006;21/03/2007
468444;195894;MD;NOR;;01/01/2008;31/03/2008
468445;195895;MD;NOR;;30/09/2007;31/12/2007
468446;195896;MD;NOR;;30/06/2007;29/09/2007
468447;195897;MD;NOR;;30/03/2007;29/06/2007
468448;195898;MD;NOR;;30/12/2006;29/03/2007
468473;195919;MD;NOR;;01/01/2008;30/12/2008
468474;195920;MD;NOR;;02/01/2007;31/12/2007
468863;196210;MD;NOR;;01/01/2008;01/06/2008
468864;196210;MD;NOR;;29/06/2008;05/09/2008
468865;196210;DR;NOR;VAC;06/09/2008;13/09/2008
468866;196210;MD;NOR;;14/09/2008;30/12/2008
468867;196210;DR;NOR;OTH;02/06/2008;28/06/2008
468868;196211;MD;NOR;;02/01/2007;01/06/2007
468869;196211;MD;NOR;;29/06/2007;07/09/2007
468870;196211;MD;NOR;;16/09/2007;31/12/2007
468871;196211;DR;NOR;;02/06/2007;28/06/2007
468872;196211;DR;NOR;;08/09/2007;15/09/2007
470444;197429;MD;NOR;ACH;21/06/2008;22/06/2009
470445;197430;MD;NOR;ACH;10/01/2008;20/06/2008
470446;197430;MD;NOR;;21/06/2007;09/01/2008
470447;197431;MD;NOR;;09/11/2006;20/06/2007
470448;197431;MD;NOR;ACH;21/06/2006;08/11/2006
470529;197505;MD;NOR;;01/01/2008;31/03/2008
470530;197506;MD;NOR;;30/09/2007;31/12/2007
470531;197507;MD;NOR;;30/06/2007;29/09/2007
470532;197508;MD;NOR;;30/03/2007;29/06/2007
470533;197509;MD;NOR;;30/12/2006;29/03/2007
471431;198215;MD;NOR;;27/12/2007;26/03/2008
471432;198216;MD;NOR;;27/09/2007;26/12/2007
471433;198217;MD;NOR;;27/06/2007;26/09/2007
471434;198218;MD;NOR;;27/03/2007;26/06/2007
471435;198219;MD;NOR;;27/12/2006;26/03/2007
471933;198612;MD;NOR;;19/01/2008;17/07/2008
471934;198613;MD;NOR;;19/07/2007;18/01/2008
471935;198614;MD;NOR;;19/01/2007;13/05/2007
471936;198614;MD;NOR;;20/05/2007;18/07/2007
471937;198614;DI;NOR;;14/05/2007;19/05/2007
471938;198615;MD;NOR;;19/07/2006;18/01/2007
472713;199197;MD;NOR;;15/09/2007;26/09/2007
472714;199198;MD;NOR;;15/06/2007;14/09/2007
473103;199498;MD;NOR;;09/12/2007;08/03/2008
473104;199499;MD;NOR;;10/09/2007;08/12/2007
473105;199500;MD;NOR;;09/06/2007;08/09/2007
473106;199501;MD;NOR;;09/03/2007;08/06/2007
473107;199502;MD;NOR;;09/12/2006;08/03/2007
473462;199777;MD;NOR;;01/01/2008;30/12/2008
473463;199778;MD;NOR;;02/01/2007;31/12/2007
473805;200069;MD;NOR;;01/01/2008;30/12/2008
473806;200070;MD;NOR;;02/01/2007;31/12/2007
474452;200534;MD;NOR;;16/10/2008;16/10/2009
474453;200535;MD;NOR;;16/10/2007;15/10/2008
474454;200536;MD;NOR;;16/10/2006;15/10/2007
474882;200879;MD;NOR;;17/02/2008;16/02/2009
474883;200880;MD;NOR;;17/02/2007;16/02/2008
474884;200881;MD;NOR;;17/02/2006;16/02/2007
475557;201372;DR;NOR;VAC;03/08/2009;12/08/2009
475558;201372;DR;NOR;OTH;14/10/2008;22/10/2008
475559;201372;DR;NOR;OTH;24/03/2009;01/04/2009
475560;201372;MD;NOR;;28/08/2008;13/10/2008
475561;201372;MD;NOR;;23/10/2008;23/03/2009
475562;201372;MD;NOR;;02/04/2009;02/08/2009
475563;201372;MD;NOR;;13/08/2009;28/08/2009
475564;201373;DR;NOR;OTH;12/03/2008;20/03/2008
475565;201373;DR;NOR;VAC;28/07/2008;06/08/2008
475566;201373;MD;NOR;;07/08/2008;27/08/2008
475567;201373;MD;NOR;;28/08/2007;07/09/2007
475568;201373;MD;NOR;;16/09/2007;11/03/2008
475569;201373;MD;NOR;;21/03/2008;27/07/2008
475570;201373;DI;NOR;;08/09/2007;15/09/2007
475571;201374;MD;NOR;;27/07/2006;30/07/2006
475572;201374;DR;NOR;;31/07/2006;10/08/2006
475573;201374;DR;NOR;;21/03/2007;30/03/2007
475574;201374;DR;NOR;;30/07/2007;09/08/2007
475575;201374;MD;NOR;;11/08/2006;20/03/2007
475576;201374;MD;NOR;;31/03/2007;29/07/2007
475577;201374;MD;NOR;;10/08/2007;27/08/2007
475777;201555;MD;NOR;;24/01/2008;22/01/2009
475778;201556;MD;NOR;;24/01/2007;23/01/2008
475779;201557;MD;NOR;;24/01/2006;23/01/2007
476223;201913;MD;NOR;;01/02/2008;31/07/2008
476224;201914;MD;NOR;;01/08/2007;31/01/2008
476225;201915;MD;NOR;;01/02/2007;31/07/2007
476226;201916;MD;NOR;;01/08/2006;31/01/2007
477419;202821;MD;NOR;;30/11/2007;28/02/2008
477420;202822;MD;NOR;;30/08/2007;29/11/2007
477421;202823;DR;NOR;;04/08/2007;11/08/2007
477422;202823;MD;NOR;;30/05/2007;03/08/2007
477423;202823;MD;NOR;;12/08/2007;29/08/2007
477424;202824;MD;NOR;;28/02/2007;29/05/2007
477425;202825;MD;NOR;;28/11/2006;27/02/2007
477650;202990;MD;NOR;;15/02/2008;13/02/2009
477651;202991;MD;NOR;;15/02/2007;14/02/2008
477652;202992;MD;NOR;;15/02/2006;14/02/2007
477954;203230;MD;NOR;;14/09/2008;15/09/2009
477955;203231;MD;NOR;;14/09/2007;13/09/2008
477956;203232;MD;NOR;;14/09/2006;13/09/2007
478906;203954;MD;NOR;;09/12/2007;26/05/2008
478907;203954;MD;NOR;;03/06/2008;16/06/2008
478908;203954;DI;;VAC;27/05/2008;02/06/2008
478909;203955;MD;NOR;;14/06/2007;08/12/2007
478910;203956;MD;NOR;;14/06/2006;11/10/2006
478911;203956;MD;NOR;;17/10/2006;30/05/2007
478912;203956;MD;NOR;;05/06/2007;13/06/2007
478913;203956;DI;NOR;;31/05/2007;04/06/2007
478914;203956;DI;NOR;;12/10/2006;16/10/2006
479381;204319;MD;NOR;;01/01/2008;06/06/2008
479382;204319;DR;NOR;VAC;07/06/2008;13/06/2008
479383;204319;MD;NOR;;14/06/2008;30/12/2008
479384;204320;MD;NOR;;02/01/2007;03/06/2007
479385;204320;MD;NOR;;09/06/2007;31/12/2007
479386;204320;DR;NOR;;04/06/2007;08/06/2007
479848;204691;MD;NOR;;14/02/2008;13/08/2008
479849;204692;MD;NOR;;17/08/2007;13/02/2008
479850;204693;MD;NOR;;12/05/2007;11/08/2007
479943;204764;MD;NOR;;30/08/2008;10/09/2008
479944;204765;MD;NOR;;30/08/2007;29/08/2008
479945;204766;MD;NOR;;15/07/2007;29/08/2007
479946;204766;MD;NOR;;01/08/2006;04/07/2007
479947;204766;DI;NOR;;05/07/2007;14/07/2007
479948;204766;DI;NOR;;29/07/2006;31/07/2006
480305;205028;MD;NOR;;16/01/2008;14/01/2009
480306;205029;MD;NOR;;02/01/2007;06/09/2007
480307;205029;MD;NOR;;21/09/2007;15/01/2008
480308;205029;DI;NOR;;07/09/2007;20/09/2007
480410;205112;MD;NOR;;01/01/2008;30/06/2008
480411;205113;MD;NOR;;02/07/2007;31/12/2007
480412;205114;MD;NOR;;02/01/2007;30/06/2007
480941;205534;MD;NOR;;01/01/2008;12/03/2008
480942;205534;MD;NOR;;23/03/2008;12/01/2009
480943;205534;DI;;VAC;13/03/2008;22/03/2008
480944;205535;MD;NOR;;02/01/2007;31/12/2007
481077;205633;MD;NOR;ACH;11/04/2007;11/04/2007
481078;205633;MD;NOR;ACH;02/03/2007;10/04/2007
481079;205633;MD;NOR;;12/04/2007;01/03/2008
481080;205634;MD;NOR;ACH;01/03/2006;01/03/2007
481327;205835;MD;NOR;;22/12/2007;21/03/2008
481328;205836;MD;NOR;;22/09/2007;21/12/2007
481329;205837;MD;NOR;;22/06/2007;21/09/2007
481330;205838;MD;NOR;;22/03/2007;21/06/2007
481331;205839;MD;NOR;;22/12/2006;21/03/2007
481467;205943;MD;NOR;;29/11/2007;27/11/2008
481468;205944;MD;NOR;;29/11/2006;28/11/2007
481531;205998;MD;NOR;;21/12/2007;19/12/2008
481532;205999;MD;NOR;;21/11/2006;20/12/2007
482121;206438;MD;NOR;;24/04/2008;23/04/2009
482122;206439;MD;NOR;;24/04/2007;23/04/2008
482123;206440;MD;NOR;;24/04/2006;23/04/2007
482187;206487;MD;NOR;;12/06/2008;23/06/2008
482188;206488;MD;NOR;;12/06/2007;11/06/2008
482189;206489;MD;NOR;;12/06/2006;11/06/2007
482543;206771;MD;NOR;ACH;14/05/2008;11/05/2009
482544;206772;MD;NOR;ACH;27/10/2007;13/05/2008
482545;206772;MD;NOR;;11/05/2007;26/10/2007
482546;206773;MD;NOR;;11/05/2006;10/05/2007
482725;206928;MD;NOR;;04/05/2008;04/05/2009
482726;206929;MD;NOR;;04/05/2007;03/05/2008
482727;206930;MD;NOR;;04/05/2006;03/05/2007
483721;207673;MD;NOR;;09/12/2007;09/06/2008
483722;207674;MD;NOR;;09/06/2007;08/12/2007
483723;207675;MD;NOR;;09/12/2006;08/06/2007
483914;207810;MD;NOR;;24/07/2008;08/09/2008
483915;207810;MD;NOR;;03/10/2008;25/02/2009
483916;207810;MD;NOR;;09/03/2009;29/08/2009
483917;207810;DI;;VAC;26/02/2009;08/03/2009
483918;207810;DI;;OTH;09/09/2008;02/10/2008
483919;207811;MD;NOR;;24/07/2007;02/09/2007
483920;207811;MD;NOR;;12/09/2007;23/07/2008
483921;207811;DI;NOR;;03/09/2007;11/09/2007
483922;207812;MD;NOR;;22/06/2006;28/02/2007
483923;207812;MD;NOR;;08/03/2007;23/07/2007
483924;207812;DI;NOR;;01/03/2007;07/03/2007
484461;208201;MD;NOR;;01/10/2008;12/07/2009
484462;208201;MD;NOR;;25/07/2009;13/10/2009
484463;208201;DI;;VAC;13/07/2009;24/07/2009
484464;208202;MD;NOR;;30/09/2007;30/09/2008
484465;208203;MD;NOR;;02/10/2006;29/09/2007
485826;209186;MD;NOR;;16/01/2008;31/01/2008
485827;209186;MD;NOR;;10/02/2008;23/04/2008
485828;209186;DI;;OTH;01/02/2008;09/02/2008
485829;209187;MD;NOR;;30/09/2007;30/09/2007
485830;209187;MD;NOR;;14/10/2007;15/01/2008
485831;209187;DI;NOR;;01/10/2007;13/10/2007
485832;209188;MD;NOR;;02/07/2007;29/09/2007
485833;209189;MD;NOR;;02/04/2007;24/05/2007
485834;209189;MD;NOR;;01/06/2007;30/06/2007
485835;209189;DI;NOR;;25/05/2007;31/05/2007
485836;209190;MD;NOR;;02/01/2007;04/02/2007
485837;209190;MD;NOR;;11/02/2007;31/03/2007
485838;209190;DR;NOR;;05/02/2007;10/02/2007
485986;209305;MD;NOR;;01/01/2008;31/03/2008
485987;209306;MD;NOR;;30/09/2007;31/12/2007
485988;209307;MD;NOR;;02/07/2007;29/09/2007
485989;209308;MD;NOR;;02/04/2007;30/06/2007
485990;209309;MD;NOR;;02/01/2007;31/03/2007
485997;209316;MD;NOR;;29/05/2008;28/05/2009
485998;209317;MD;NOR;;29/05/2007;28/05/2008
485999;209318;MD;NOR;;27/03/2007;26/05/2007
486987;210018;MD;NOR;;21/12/2007;20/06/2008
486988;210019;MD;NOR;;21/06/2007;20/12/2007
486989;210020;MD;NOR;;21/12/2006;20/06/2007
487504;210419;MD;NOR;;19/10/2008;20/10/2009
487505;210420;MD;NOR;;19/10/2007;18/10/2008
487506;210421;MD;NOR;;19/10/2006;18/10/2007
487598;210494;MD;NOR;;24/01/2008;22/01/2009
487599;210495;MD;NOR;;24/01/2007;23/01/2008
487600;210496;MD;NOR;;24/01/2006;23/01/2007
487661;210548;MD;NOR;;28/11/2007;26/11/2008
487662;210549;MD;NOR;;28/11/2006;27/11/2007
487998;210812;MD;NOR;;13/12/2007;11/12/2008
487999;210813;MD;NOR;;13/12/2006;12/12/2007
488889;211545;MD;NOR;;09/03/2008;11/11/2008
488890;211545;MD;NOR;;07/02/2009;05/03/2009
488891;211545;DR;NOR;;06/03/2009;27/03/2009
488892;211545;MD;NOR;;28/03/2009;06/05/2009
488893;211545;DR;NOR;OTH;07/05/2009;13/05/2009
488894;211545;DR;NOR;OTH;14/05/2009;05/06/2009
488895;211545;MD;ABN;;05/02/2009;06/02/2009
488896;211545;MD;ABN;;04/02/2009;04/02/2009
488897;211545;DI;;;12/11/2008;03/02/2009
488898;211546;DR;NOR;;07/04/2007;14/04/2007
488899;211546;DR;NOR;;27/04/2007;07/05/2007
488900;211546;DR;NOR;OTH;26/11/2007;01/12/2007
488901;211546;MD;NOR;;09/12/2007;23/12/2007
488902;211546;MD;NOR;;06/01/2008;08/03/2008
488903;211546;MD;NOR;;05/06/2007;22/07/2007
488904;211546;MD;NOR;;31/07/2007;21/08/2007
488905;211546;MD;NOR;;07/09/2007;13/09/2007
488906;211546;MD;NOR;;23/09/2007;22/10/2007
488907;211546;MD;NOR;;30/10/2007;25/11/2007
488908;211546;MD;NOR;;02/12/2007;02/12/2007
488909;211546;MD;NOR;;09/03/2007;06/04/2007
488910;211546;MD;NOR;;15/04/2007;26/04/2007
488911;211546;MD;NOR;;08/05/2007;10/05/2007
488912;211546;MD;NOR;;22/05/2007;28/05/2007
488913;211546;DR;NOR;;22/08/2007;06/09/2007
488914;211546;DR;NOR;;23/07/2007;30/07/2007
488915;211546;DR;NOR;;14/09/2007;22/09/2007
488916;211546;DR;NOR;VAC;23/10/2007;29/10/2007
488917;211546;DR;NOR;VAC;03/12/2007;08/12/2007
488918;211546;DR;NOR;VAC;24/12/2007;05/01/2008
488919;211546;DR;NOR;;11/05/2007;21/05/2007
488920;211546;DR;NOR;;29/05/2007;04/06/2007
488921;211547;MD;NOR;;07/01/2007;06/02/2007
488922;211547;MD;NOR;;13/02/2007;21/02/2007
488923;211547;MD;NOR;;28/02/2007;08/03/2007
488924;211547;MD;NOR;;09/03/2006;30/07/2006
488925;211547;DR;NOR;;31/07/2006;05/08/2006
488926;211547;MD;NOR;;06/08/2006;03/09/2006
488927;211547;MD;NOR;;13/09/2006;04/10/2006
488928;211547;MD;NOR;;17/10/2006;19/11/2006
488929;211547;MD;NOR;;03/12/2006;25/12/2006
488930;211547;DR;NOR;;26/12/2006;06/01/2007
488931;211547;DR;NOR;;22/02/2007;27/02/2007
488932;211547;DR;NOR;;07/02/2007;12/02/2007
488933;211547;DR;NOR;;20/11/2006;02/12/2006
488934;211547;DR;NOR;;04/09/2006;12/09/2006
488935;211547;DR;NOR;;05/10/2006;16/10/2006
490251;212528;MD;NOR;;06/01/2008;05/01/2009
490252;212529;MD;NOR;;06/01/2007;05/01/2008
490253;212530;MD;NOR;;06/01/2006;05/01/2007
491235;213295;MD;NOR;;07/03/2008;06/03/2009
491236;213296;MD;NOR;;07/03/2007;06/03/2008
491237;213297;MD;NOR;;07/03/2006;21/07/2006
491238;213297;MD;NOR;;04/08/2006;06/03/2007
491239;213297;DR;NOR;;22/07/2006;03/08/2006
492650;214348;MD;NOR;;01/11/2007;31/01/2008
492651;214349;MD;NOR;;01/08/2007;31/10/2007
492652;214350;MD;NOR;;01/05/2007;31/07/2007
492653;214351;MD;NOR;;30/01/2007;30/04/2007
492654;214352;MD;NOR;;30/10/2006;29/01/2007
492933;214595;DR;NOR;OTH;02/06/2009;10/06/2009
492934;214595;MD;NOR;;13/07/2008;01/06/2009
492935;214595;MD;NOR;;11/06/2009;16/07/2009
492936;214596;MD;NOR;;13/07/2007;12/07/2008
492937;214597;MD;NOR;;13/07/2006;16/07/2006
492938;214597;DR;NOR;;04/06/2007;09/06/2007
492939;214597;MD;NOR;;27/07/2006;03/06/2007
492940;214597;MD;NOR;;10/06/2007;12/07/2007
492941;214597;DR;NOR;;17/07/2006;26/07/2006
493764;215218;MD;NOR;;30/12/2007;29/03/2008
493765;215219;MD;NOR;;30/09/2007;29/12/2007
493766;215220;MD;NOR;;02/07/2007;29/09/2007
493767;215221;MD;NOR;;02/04/2007;30/06/2007
493768;215222;MD;NOR;;02/01/2007;31/03/2007
493774;215228;MD;NOR;;07/11/2007;05/02/2008
493775;215229;MD;NOR;;07/08/2007;06/11/2007
493776;215230;MD;NOR;;07/05/2007;06/08/2007
493777;215231;MD;NOR;;06/02/2007;05/05/2007
493778;215232;MD;NOR;;06/11/2006;05/02/2007
494200;215548;MD;NOR;;26/01/2008;24/01/2009
494201;215549;MD;NOR;;26/01/2007;25/01/2008
494202;215550;MD;NOR;;26/01/2006;25/01/2007
495063;216248;MD;NOR;;12/04/2008;10/04/2009
495064;216249;MD;NOR;;12/04/2007;11/04/2008
495065;216250;MD;NOR;;12/04/2006;11/04/2007
495611;216649;MD;NOR;;19/12/2007;17/12/2008
495612;216650;MD;NOR;;19/12/2006;18/12/2007
495753;216777;MD;NOR;;23/10/2008;24/10/2009
495754;216778;MD;NOR;;23/10/2007;22/10/2008
495755;216779;MD;NOR;;23/10/2006;22/10/2007
495816;216823;MD;NOR;;16/11/2007;14/11/2008
495817;216824;DR;NOR;;16/06/2007;30/06/2007
495818;216824;MD;NOR;;09/11/2006;15/06/2007
495819;216824;MD;NOR;;01/07/2007;18/09/2007
495820;216824;MD;NOR;;26/09/2007;15/11/2007
495821;216824;DI;NOR;;19/09/2007;25/09/2007
495840;216837;MD;NOR;;26/10/2007;23/10/2008
495841;216838;MD;NOR;;26/10/2006;25/10/2007
495931;216913;MD;NOR;;01/01/2008;31/03/2008
495932;216914;MD;NOR;;30/09/2007;31/12/2007
495933;216915;MD;NOR;;02/07/2007;29/09/2007
495934;216916;MD;NOR;;02/04/2007;30/06/2007
495935;216917;MD;NOR;;02/01/2007;31/03/2007
496761;217550;MD;NOR;;21/12/2007;20/03/2008
496762;217551;MD;NOR;;21/09/2007;20/12/2007
496763;217552;MD;NOR;;21/06/2007;20/09/2007
496764;217553;MD;NOR;;21/03/2007;20/06/2007
496765;217554;MD;NOR;;21/12/2006;20/03/2007
496957;217704;MD;NOR;;14/11/2007;12/02/2008
496958;217705;MD;NOR;;16/08/2007;09/09/2007
496959;217705;DR;NOR;;10/09/2007;18/09/2007
496960;217705;MD;NOR;;19/09/2007;13/11/2007
496961;217706;MD;NOR;;15/05/2007;14/08/2007
496962;217707;MD;NOR;;24/10/2006;23/01/2007
496985;217724;MD;NOR;;01/04/2008;30/03/2009
496986;217725;MD;NOR;;31/03/2007;31/03/2008
496987;217726;MD;NOR;;01/03/2006;30/03/2007
497237;217932;MD;NOR;;21/09/2007;02/10/2007
497238;217933;MD;NOR;;21/06/2007;20/09/2007
497239;217934;MD;NOR;;21/03/2007;20/06/2007
497240;217935;MD;NOR;;21/12/2006;20/03/2007
498361;218755;MD;NOR;;05/01/2008;03/04/2008
498362;218756;MD;NOR;;05/10/2007;04/01/2008
498363;218757;MD;NOR;;05/07/2007;04/10/2007
498364;218758;MD;NOR;;05/04/2007;04/07/2007
498365;218759;MD;NOR;;05/01/2007;04/04/2007
498366;218760;MD;NOR;;05/10/2006;04/01/2007
498635;218963;MD;NOR;;13/06/2008;15/06/2009
498636;218964;MD;NOR;;13/06/2007;12/06/2008
498637;218965;MD;NOR;;13/06/2006;12/06/2007
498860;219137;MD;NOR;;01/01/2008;30/12/2008
498861;219138;MD;NOR;;02/01/2007;31/12/2007
499491;219626;MD;NOR;;05/01/2008;03/01/2009
499492;219627;MD;NOR;;05/01/2007;04/01/2008
499493;219628;MD;NOR;;05/10/2006;04/01/2007
499837;219925;MD;NOR;;05/01/2008;03/07/2008
499838;219926;MD;NOR;;05/07/2007;04/01/2008
499839;219927;MD;NOR;;05/01/2007;04/07/2007
499840;219928;MD;NOR;;05/07/2006;04/01/2007
501270;221036;MD;NOR;;01/03/2008;30/08/2008
501271;221037;MD;NOR;;01/09/2007;29/02/2008
501272;221038;MD;NOR;;01/03/2007;31/08/2007
501273;221039;MD;NOR;;29/08/2006;28/02/2007
502383;221861;MD;NOR;;01/04/2008;31/03/2009
502384;221862;MD;NOR;;31/03/2007;31/03/2008
502385;221863;MD;NOR;;31/03/2006;30/03/2007
503750;222987;MD;NOR;;01/06/2008;06/07/2008
503751;222987;MD;NOR;;27/07/2008;22/06/2009
503752;222987;DI;;VAC;07/07/2008;26/07/2008
503753;222988;MD;NOR;;01/06/2007;01/07/2007
503754;222988;MD;NOR;;21/07/2007;31/05/2008
503755;222988;DI;NOR;;02/07/2007;20/07/2007
503756;222989;MD;NOR;;01/06/2006;05/07/2006
503757;222989;MD;NOR;;28/07/2006;31/05/2007
503758;222989;DI;NOR;;06/07/2006;27/07/2006
